Symbol,Name,Exchange,Industry,SIC Description
CWCO,Cons Water Inc,NASDAQ,Utility - Water Supply,SIC-4941 Water Supply
CWH,Camping World Holdings Inc,NYSE,Leisure & Recreation Services,SIC-5500 Retail-Auto Dealers & Gasoline Stations
CWK,Cushman & Wakefield Plc,NYSE,Real Estate Operations,SIC-6500 Real Estate
CWST,Casella Waste Sys,NASDAQ,Pollution Controls,SIC-4953 Refuse Systems
CWT,California Water Service Group Holding,NYSE,Utility - Water Supply,SIC-4941 Water Supply
CXM,Sprinklr Inc Cl A,NYSE,Technology Services,SIC-7372 Services-Prepackaged Software
CXW,Corecivic Inc,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
CYH,Community Health Systems,NYSE,Medical - Hospitals,SIC-8062 Services-General Medical & Surgical Hospital
CYRX,Cryoport Inc,NASDAQ,Transportation - Services,SIC-2834 Pharmaceutical Preparations
CYTK,Cytokinetics,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
CZFS,Citizens Fincl Svcs,NASDAQ,Banks - Northeast,SIC-6022 State Commercial Banks
CZNC,Citizens Nrthn Corp,NASDAQ,Banks - Northeast,SIC-6022 State Commercial Banks
DAKT,Daktronics Inc,NASDAQ,Electronics Products - Misc,SIC-3990 Miscellaneous Manufacturing Industries
DAN,Dana Inc,NYSE,Auto - Truck Original Parts,SIC-3714 Motor Vehicle Parts & Accessories
DAVE,Dave Inc,NASDAQ,Technology Services,SIC-6199 Finance Services
DAWN,Day One Biopharmaceuticals Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
DBD,Diebold Nixdorf Incorporated,NYSE,Internet - Software,SIC-3578 Calculating & Accounting Machines (No Electr
DBI,Designer Brands Inc,NYSE,Retail - Apparel & Shoes,SIC-5661 Retail-Shoe Stores
DBRG,Digitalbridge Group Inc,NYSE,REIT - Mortgage Trusts,SIC-6282 Investment Advice
DC,Dakota Gold Corp,NYSE Arca,Mining - Gold,SIC-1000 Metal Mining
DCGO,Docgo Inc.,NASDAQ,Medical Services,SIC-8000 Services-Health Services
DCO,Ducommun Inc,NYSE,Aerospace - Defense Equipment,"SIC-3728 Aircraft Parts & Auxiliary Equipment, NEC"
DCOM,Dime Community Bancshares Inc,NASDAQ,Banks - Southeast,SIC-6021 National Commercial Banks
DDD,3D Systems Corp,NYSE,Computer - Mini,SIC-7372 Services-Prepackaged Software
DEA,Easterly Government Properties,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
DEC,Diversified Energy Company Plc,NYSE,Other Alt Energy,SIC-1311 Crude Petroleum & Natural Gas
DEI,Douglas Emmett,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
DENN,Dennys Corp,NASDAQ,Retail - Restaurants,SIC-5812 Retail-Eating Places
DESP,Despegar.com Corp,NYSE,Transportation - Services,SIC-4700 Transportation Services
DFH,Dream Finders Homes Inc Cl A,NYSE,Building - Residential & Comm,SIC-1531 Operative Builders
DFIN,Donnelly Financial Solutions Inc,NYSE,Internet Software Services,SIC-7380 Services-Miscellaneous Business Services
DGICA,Donegal Group Cl A,NASDAQ,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance"
DGII,Digi Intl Inc,NASDAQ,Computer - Networks,SIC-3576 Computer Communications Equipment
DH,Definitive Healthcare Corp Cl A,NASDAQ,Medical Information Systems,SIC-7372 Services-Prepackaged Software
DHC,Diversified Healthcare Trust,NASDAQ,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
DHIL,Diamond Hill Inv,NASDAQ,Finance - Investment Brokers,SIC-6282 Investment Advice
DHT,Dht Holdings,NYSE,Transportation - Ship,SIC-4412 Deep Sea Foreign Transportation of Freight
DIBS,1stdibs.com Inc,NASDAQ,Internet Commerce,SIC-5961 Retail-Catalog & Mail-Order Houses
DIN,Dineequity Inc,NYSE,Retail - Restaurants,SIC-5812 Retail-Eating Places
DIOD,Diodes Inc,NASDAQ,Electronics - Semiconductors,SIC-3674 Semiconductors & Related Devices
DJCO,Daily Journal Corp,NASDAQ,Publishing - Newspapers,SIC-2711 Newspapers: Publishing or Publishing & Print
DK,Delek US Holdings,NYSE,Oil - Refining and Marketing,SIC-2911 Petroleum Refining
DLHC,Dlh Holdings Corp,NASDAQ,Staffing,SIC-7363 Services-Help Supply Services
DLX,Deluxe Corp,NYSE,Business Office Products,"SIC-2780 Blankbooks, Looseleaf Binders & Bookbindg &"
DMRC,Digimarc Corp,NASDAQ,Protection - Safety,SIC-7373 Services-Computer Integrated Systems Design
DNLI,Denali Therapeutics Inc,NASDAQ,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
DNOW,Dnow Inc,NYSE,Machinery - General Industrial,SIC-3533 Oil & Gas Field Machinery & Equipment
DNTH,Dianthus Therapeutics Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
DNUT,Krispy Kreme Inc,NASDAQ,Consumer Prdts - Misc Staple,SIC-5400 Retail-Food Stores
DOCN,Digitalocean Holdings Inc,NYSE,Internet - Software,"SIC-7370 Services-Computer Programming, Data Processi"
DOLE,Dole Plc,NYSE,Agriculture Operations,SIC-0100 Agricultural Production - Crops
DOMO,Domo Inc Cl B,NASDAQ,Internet - Software,SIC-7372 Services-Prepackaged Software
DORM,Dorman Products Inc,NASDAQ,Auto - Truck Replacement Parts,SIC-3714 Motor Vehicle Parts & Accessories
DRH,Diamondrock Hospitality Company,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
DRS,Leonardo Drs Inc,NASDAQ,Aerospace - Defense Equipment,"SIC-3812 Search, Detection, Navigation, Guidance, Aer"
DRVN,Driven Brands Holdings Inc,NASDAQ,Auto - Truck Original Parts,"SIC-7500 Services-Automotive Repair, Services & Parki"
DSGN,Design Therapeutics Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
DSGR,Distribution Solutions Group Inc,NASDAQ,Technology Services,"SIC-5080 Wholesale-Machinery, Equipment & Supplies"
DSP,Viant Technology Inc,NASDAQ,Technology Services,"SIC-7370 Services-Computer Programming, Data Processi"
DTC,Solo Brands Inc Cl A,NYSE,Internet Commerce,"SIC-3949 Sporting & Athletic Goods, NEC"
DTI,Drilling Tools International Corp,NASDAQ,Oil - Field Services,SIC-3533 Oil & Gas Field Machinery & Equipment
DVAX,Dynavax Technologies,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
DX,Dynex Capital,NYSE,REIT - Mortgage Trusts,SIC-6798 Real Estate Investment Trusts
DXLG,Destination XL Group,NASDAQ,Retail - Apparel & Shoes,SIC-5651 Retail-Family Clothing Stores
DXPE,Dxp Enterprise,NASDAQ,Machinery - General Industrial,SIC-5084 Wholesale-Industrial Machinery & Equipment
DY,Dycom Industries,NYSE,Building - Heavy Construction,"SIC-1623 Water, Sewer, Pipeline, Comm & Power Line Co"
DYN,Dyne Therapeutics Inc,NASDAQ,Medical - Drugs,SIC-2834 Pharmaceutical Preparations
EAF,Graftech International Ltd,NYSE,Metal Production & Fabrication,SIC-3620 Electrical Industrial Apparatus
EAT,Brinker International,NYSE,Retail - Restaurants,SIC-5812 Retail-Eating Places
EB,Eventbrite Inc,NYSE,Internet - Services,"SIC-7370 Services-Computer Programming, Data Processi"
EBC,Eastern Bankshares Inc,NASDAQ,Banks - Northeast,"SIC-6035 Savings Institution, Federally Chartered"
EBF,Ennis Inc,NYSE,Office Supply & Forms,SIC-2761 Manifold Business Forms
EBTC,Enterprise Bancorp,NASDAQ,Banks - Northeast,SIC-6022 State Commercial Banks
ECPG,Encore Capital Group,NASDAQ,Finance - Consumer Loans,SIC-6153 Short-Term Business Credit Institutions
ECVT,Pq Group Holdings Inc,NYSE,Technology Services,SIC-2800 Chemicals & Allied Products
EDIT,Editas Medicine,NASDAQ,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
EE,Excelerate Energy Inc Cl A,NYSE,Other Alt Energy,SIC-4924 Natural Gas Distribution
EEX,Emerald Expositions Events Inc,NYSE,Consumer Services - Misc,"SIC-7389 Services-Business Services, NEC"
EFC,Ellington Financial Llc,NYSE,Finance - Mortgage & Rel Svs,SIC-6500 Real Estate
EFSC,Enterprises Finl Svc,NASDAQ,Banks - Midwest,SIC-6022 State Commercial Banks
EGAN,Egain Corp,NASDAQ,Internet - Software,SIC-7372 Services-Prepackaged Software
EGBN,Eagle Bancorp Inc,NASDAQ,Banks - Northeast,SIC-6022 State Commercial Banks
EGHT,8X8 Inc,NASDAQ,Internet - Software,SIC-7374 Services-Computer Processing & Data Preparat
EGY,Vaalco Energy Inc,NYSE,International E&P,SIC-1311 Crude Petroleum & Natural Gas
EHAB,Enhabit Inc,NYSE,Medical Services,SIC-8082 Services-Home Health Care Services
EIG,Employers Holdings Inc,NYSE,Insurance - Accident & Health,"SIC-6331 Fire, Marine & Casualty Insurance"
ELEV,Elevation Oncology Inc,NASDAQ,Medical - Biomedical,N/A
ELME,Elme Communities,NYSE,REIT - Equity Trust Resident,SIC-6798 Real Estate Investment Trusts
ELVN,Enliven Therapeutics Inc,NASDAQ,Medical - Drugs,SIC-2834 Pharmaceutical Preparations
ELYM,Eliem Therapeutics Inc,NASDAQ,Medical - Drugs,SIC-2834 Pharmaceutical Preparations
EMBC,Embecta Corp,NASDAQ,Medical Services,SIC-3841 Surgical & Medical Instruments & Apparatus
EML,Eastern Company,NASDAQ,Protection - Safety,"SIC-3420 Cutlery, Handtools & General Hardware"
ENFN,Enfusion Inc Cl A,NYSE,Internet - Software,SIC-7372 Services-Prepackaged Software
ENR,Energizer Holdings Inc,NYSE,Consumer Prdts - Misc Staple,"SIC-3690 Miscellaneous Electrical Machinery, Equipmen"
ENS,Enersys Inc,NYSE,Machinery - Electrical,"SIC-3690 Miscellaneous Electrical Machinery, Equipmen"
ENSG,The Ensign Group IN,NASDAQ,Medical - Nursing Homes,SIC-8051 Services-Skilled Nursing Care Facilities
ENTA,Enanta Pharmaceutica,NASDAQ,Medical - Drugs,SIC-2834 Pharmaceutical Preparations
ENV,Envestnet Inc,NYSE,Financial Transaction Services,"SIC-7389 Services-Business Services, NEC"
ENVA,Enova International Inc,NYSE,Finance - Consumer Loans,SIC-6141 Personal Credit Institutions
ENVX,Enovix Corp,NASDAQ,Other Alt Energy,"SIC-3690 Miscellaneous Electrical Machinery, Equipmen"
EOLS,Evolus Inc,NASDAQ,Medical Products,SIC-2834 Pharmaceutical Preparations
EP,Empire Petroleum Corp,NYSE Arca,N/A,N/A
EPAC,Actuant Corp,NYSE,Machinery - Tools & Related,SIC-3590 Misc Industrial & Commercial Machinery & Equ
EPC,Edgewell Personal Care,NYSE,Consumer Prdts - Misc Staple,"SIC-2844 Perfumes, Cosmetics & Other Toilet Preparati"
EPM,Evolution Petroleum Corp,NYSE Arca,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas
EPRT,Essential Properties Realty Trust Inc,NYSE,REIT - Equity Trust Retail,SIC-6798 Real Estate Investment Trusts
EQBK,Equity Bncsrs Cm A,NYSE,Banks - Northeast,SIC-6022 State Commercial Banks
EQC,Equity Commonwealth,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
ERAS,Erasca Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
ERII,Energy Recovery Inc,NASDAQ,Pollution Controls,"SIC-3559 Special Industry Machinery, NEC"
ESCA,Escalade Inc,NASDAQ,Leisure & Recreational Prdcts,"SIC-3949 Sporting & Athletic Goods, NEC"
ESE,Esco Technologies Inc,NYSE,Machinery - Electrical,"SIC-3669 Communications Equipment, NEC"
ESGR,Enstar Group Ltd,NASDAQ,Insurance - Multi Line,"SIC-6331 Fire, Marine & Casualty Insurance"
ESNT,Essent Group Ltd,NYSE,Finance - Mortgage & Rel Svs,SIC-6351 Surety Insurance
ESPR,Esperion Theraptc,NASDAQ,Medical - Drugs,SIC-2834 Pharmaceutical Preparations
ESQ,Esquire Financial Holdings Inc,NASDAQ,Banks - Northeast,"SIC-6029 Commercial Banks, NEC"
ESRT,Empire State Realty Trust Inc,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
ESSA,Essa Bancorp Inc,NASDAQ,Finance - Savings & Loan,"SIC-6036 Savings Institutions, Not Federally Chartere"
ETD,Ethan Allen Interiors Inc,NYSE,Retail - Home Furniture,"SIC-2511 Wood Household Furniture, (No Upholstered)"
ETNB,89Bio Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
ETWO,E2Open Parent Hldg,NYSE,Internet - Software,SIC-7374 Services-Computer Processing & Data Preparat
EU,Encore Energy Corp,NASDAQ,Mining - Misc,SIC-1090 Miscellaneous Metal Ores
EVC,Entravision Communications Corp,NYSE,Broadcast - Radio & TV,SIC-4833 Television Broadcasting Stations
EVCM,Evercommerce Inc,NASDAQ,Internet - Software,SIC-7372 Services-Prepackaged Software
EVER,Everquote Inc Cl A,NASDAQ,Insurance - Multi Line,"SIC-7370 Services-Computer Programming, Data Processi"
EVEX,Eve Holding Inc,NYSE,Aerospace - Defense,SIC-3721 Aircraft
EVGO,Evgo Inc,NASDAQ,Auto - Truck Original Parts,"SIC-7500 Services-Automotive Repair, Services & Parki"
EVH,Evolent Health Inc Cl A Com,NYSE,Internet - Software,SIC-8741 Services-Management Services
EVI,Evi Industries Inc,NYSE Arca,Industrial Services,SIC-7200 Services-Personal Services
EVLV,Evolv Technologies Hldgs Inc,NASDAQ,IT Services,"SIC-3577 Computer Peripheral Equipment, NEC"
EVRI,Everi Holdings Inc,NYSE,Business Services,SIC-7990 Services-Miscellaneous Amusement & Recreatio
EVTC,Evertec Inc,NYSE,Financial Transaction Services,SIC-7374 Services-Computer Processing & Data Preparat
EWCZ,European Wax Center Cl A,NASDAQ,Cosmetics & Toiletries,SIC-7200 Services-Personal Services
EWTX,Edgewise Therapeutics Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
EXLS,Exlservice Holdings,NASDAQ,Outsourcing,"SIC-7389 Services-Business Services, NEC"
EXPI,Exp Realty International,NASDAQ,Real Estate Operations,SIC-6531 Real Estate Agents & Managers (For Others)
EXPO,Exponent Inc,NASDAQ,Consulting,SIC-8742 Services-Management Consulting Services
EXTR,Extreme Networks,NASDAQ,Computer - Networks,SIC-3576 Computer Communications Equipment
EYE,National Vision Holdings Inc,NASDAQ,Medical Products,SIC-3851 Ophthalmic Goods
EYPT,Eyepoint Pharmaceuticals Inc,NASDAQ,Medical - Biomedical,SIC-3826 Laboratory Analytical Instruments
FA,First Advantage Corp,NASDAQ,Technology Services,"SIC-7389 Services-Business Services, NEC"
FARO,Faro Tech Inc,NASDAQ,Computer - Integrated Systems,"SIC-3829 Measuring & Controlling Devices, NEC"
FATE,Fate Therapeutics,NASDAQ,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
FBIZ,First Business Finan,NASDAQ,Banks - Midwest,SIC-6022 State Commercial Banks
FBK,Fb Financial Corp,NYSE,Banks - Northeast,SIC-6022 State Commercial Banks
FBLG,Fibrobiologics Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
FBMS,First Bancshs [Ms],NYSE,Banks - Southeast,SIC-6021 National Commercial Banks
FBNC,First Bancorp [Nc],NASDAQ,Banks - Southeast,SIC-6022 State Commercial Banks
FBP,First Bancorp,NYSE,Banks - Southeast,SIC-6022 State Commercial Banks
FBRT,Franklin Bsp Realty Trust Inc,NYSE,REIT - Mortgage Trusts,SIC-6798 Real Estate Investment Trusts
FC,Franklin Covey Company,NYSE,Consulting,SIC-6162 Mortgage Bankers & Loan Correspondents
FCBC,First Community Bksh,NASDAQ,Banks - Southeast,SIC-6022 State Commercial Banks
FCEL,Fuelcell Energy Inc,NASDAQ,Other Alt Energy,N/A
FCF,First Commonwealth Financial Corp,NYSE,Banks - Northeast,SIC-6021 National Commercial Banks
FCFS,Firstcash Holdings Inc,NASDAQ,Financial Transaction Services,SIC-5900 Retail-Miscellaneous Retail
FCPT,Four Corners Property Trust IN,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
FDBC,Fidelity D & D Bancorp Inc,NASDAQ,Banks - Northeast,SIC-6021 National Commercial Banks
FDMT,4D Molecular Therapeutics Inc,NASDAQ,Medical - Drugs,"SIC-2836 Biological Products, (No Disgnostic Substanc"
FDP,Fresh Del Monte Produce,NYSE,Agriculture Operations,SIC-0100 Agricultural Production - Crops
FELE,Franklin Electric Company,NASDAQ,Machinery - Electrical,SIC-3621 Motors & Generators
FENC,Fennec Pharmaceuticals Inc,NASDAQ,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
FET,Forum Energy Technologies Inc,NYSE,Oil Field Machinery & Equip,SIC-3533 Oil & Gas Field Machinery & Equipment
FF,Futurefuel Corp,NYSE,Biofuels,SIC-2860 Industrial Organic Chemicals
FFBC,First Finl Bncp [Oh],NASDAQ,Banks - Midwest,SIC-6021 National Commercial Banks
FFIC,Flushing Finl Corp,NASDAQ,Finance - Savings & Loan,SIC-6022 State Commercial Banks
FFIN,First Finl Bkshs Inc,NASDAQ,Banks - Southwest,SIC-6022 State Commercial Banks
FFNW,First Financial Nort,NASDAQ,Banks - West,SIC-6022 State Commercial Banks
FFWM,First Foundation,NYSE,Banks - Southwest,SIC-6022 State Commercial Banks
FG,F&G Annuities & Life Inc,NYSE,Insurance - Life,SIC-6311 Life Insurance
FHTX,Foghorn Therapeutics Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
FIBK,First Interstate Ban,NASDAQ,Banks - Midwest,SIC-6022 State Commercial Banks
FIGS,Figs Inc Cl A,NYSE,Retail - Apparel & Shoes,SIC-2300 Apparel & Other Finished Prods of Fabrics &
FIHL,Fidelis Insurance Holdings Limited,NYSE,Insurance - Multi Line,"SIC-6331 Fire, Marine & Casualty Insurance"
FIP,Ftai Infrastructure Inc,NASDAQ,Real Estate Operations,"SIC-4011 Railroads, Line-Haul Operating"
FISI,Financial Institut,NASDAQ,Banks - Northeast,SIC-6021 National Commercial Banks
FIZZ,Natl Beverage Corp,NASDAQ,Beverages - Soft,SIC-2086 Bottled & Canned Soft Drinks & Carbonated Wa
FL,Footlocker Inc,NYSE,Retail - Apparel & Shoes,SIC-5661 Retail-Shoe Stores
FLGT,Fulgent Genetics Inc,NASDAQ,Medical Information Systems,SIC-8071 Services-Medical Laboratories
FLIC,First of Long Isla,NASDAQ,Banks - Northeast,SIC-6021 National Commercial Banks
FLL,Full House Rsts,NASDAQ,Gaming,SIC-7011 Hotels & Motels
FLNC,Fluence Energy Inc Cl A,NASDAQ,Other Alt Energy,"SIC-3690 Miscellaneous Electrical Machinery, Equipmen"
FLNG,Flex Lng Ltd,NYSE,Transportation - Ship,SIC-4400 Water Transportation
FLR,Fluor Corp,NYSE,Engineering & R&D Services,SIC-1600 Heavy Construction Other Than Bldg Const - C
FLWS,1-800-Flowers.com,NASDAQ,Retail - Mail Order,"SIC-5990 Retail-Retail Stores, NEC"
FLXS,Flexsteel Inds,NASDAQ,Furniture,SIC-2510 Household Furniture
FLYW,Flywire Corp Voting,NASDAQ,Financial Transaction Services,"SIC-7389 Services-Business Services, NEC"
FMAO,Farmers & Merch Banc,NASDAQ,Banks - Northeast,"SIC-6035 Savings Institution, Federally Chartered"
FMBH,First Mid Ill Bncshr,NASDAQ,Banks - Northeast,SIC-6022 State Commercial Banks
FMNB,Farmers Natl Banc Corp,NASDAQ,Banks - Midwest,SIC-6022 State Commercial Banks
FN,Fabrinet,NYSE,Electronics - Misc Components,SIC-3661 Telephone & Telegraph Apparatus
FNA,Paragon 28 Inc,NYSE,Medical Instruments,SIC-3841 Surgical & Medical Instruments & Apparatus
FNKO,Funko Inc Cl A,NASDAQ,Consumer Prdts - Misc Discr,"SIC-3944 Games, Toys & Childrens Vehicles (No Dolls)"
FNLC,First Bancorp Inc,NASDAQ,Banks - Northeast,SIC-6021 National Commercial Banks
FOLD,Amicus Therapeutics,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
FOR,Forestar Group Inc,NYSE,Real Estate Developers,SIC-6500 Real Estate
FORM,Formfactor Inc,NASDAQ,Electronics - Semiconductors,SIC-3674 Semiconductors & Related Devices
FORR,Forrester Resrch,NASDAQ,Computer - Services,"SIC-8700 Services-Engineering, Accounting, Research,"
FOXF,Fox Factory Corp,NASDAQ,Auto - Domestic,"SIC-3751 Motorcycles, Bicycles & Parts"
FPI,Farmland Partners Inc,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
FRBA,First Bank,NASDAQ,Banks - Northeast,SIC-6022 State Commercial Banks
FREY,Freyr Battery Inc,NYSE,Other Alt Energy,"SIC-3690 Miscellaneous Electrical Machinery, Equipmen"
FRGE,Forge Global Hldgs Inc,NYSE,Finance - Misc Services,"SIC-6200 Security & Commodity Brokers, Dealers, Excha"
FRME,First Merchants Corp,NASDAQ,Banks - Midwest,SIC-6021 National Commercial Banks
FRPH,Frp Holdings Inc,NASDAQ,Real Estate Operations,SIC-6500 Real Estate
FRSH,Freshworks Inc Cl A,NASDAQ,Internet - Software,SIC-7372 Services-Prepackaged Software
FRST,Primis Financial Corp,NASDAQ,Finance - Misc Services,SIC-6022 State Commercial Banks
FSBC,Five Star Bancorp,NASDAQ,Banks - West,SIC-6022 State Commercial Banks
FSBW,FS Bancorp Inc,NASDAQ,Banks - West,"SIC-6036 Savings Institutions, Not Federally Chartere"
FSLY,Fastly Inc,NYSE,Internet - Software,SIC-7372 Services-Prepackaged Software
FSP,Franklin Street Properties,NYSE Arca,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
FSS,Federal Signal Corp,NYSE,Conglomerates - Div Operations,SIC-3711 Motor Vehicles & Passenger Car Bodies
FSTR,Foster L B Company,NASDAQ,Steel - Producers,SIC-5051 Wholesale-Metals Service Centers & offices
FTAI,Ftai Aviation Ltd,NASDAQ,Aerospace - Defense Equipment,SIC-7350 Services-Miscellaneous Equipment Rental & Le
FTDR,Frontdoor Inc,NASDAQ,Building & Construction - Misc,SIC-7340 Services-To Dwellings & Other Buildings
FUBO,Fubotv Inc,NYSE,Broadcast - Radio & TV,SIC-7812 Services-Motion Picture & Video Tape Product
FUL,H. B. Fuller Company,NYSE,Chemical - Specialty,SIC-2891 Adhesives & Sealants
FULC,Fulcrum Therapeutics Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
FULT,Fulton Financial Cor,NASDAQ,Banks - Northeast,SIC-6021 National Commercial Banks
FUN,Cedar Fair LP,NYSE,Leisure & Recreation Services,SIC-7900 Services-Amusement & Recreation Services
FVCB,Fvcbankcorp Inc,NASDAQ,Banks - Southeast,SIC-6022 State Commercial Banks
FWRD,Foward Air Corp,NASDAQ,Transportation - Truck,SIC-4731 Arrangement of Transportation of Freight & C
FWRG,First Watch Restaurant Group Inc,NASDAQ,Retail - Restaurants,SIC-5812 Retail-Eating Places
GABC,German Amer Bncp Inc,NASDAQ,Banks - Midwest,SIC-6022 State Commercial Banks
GALT,Galectin Therapeutic,NASDAQ,Medical - Drugs,SIC-2834 Pharmaceutical Preparations
GAMB,Gambling.com Group Ltd,NASDAQ,Advertising Marketing Services,SIC-7990 Services-Miscellaneous Amusement & Recreatio
GATX,GATX Corp,NYSE,Transportation - Equip & Lease,SIC-4700 Transportation Services
GBCI,Glacier Bancorp Inc,NYSE,Banks - West,SIC-6022 State Commercial Banks
GBIO,Generation Bio Co.,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
GBTG,Global Business Travel Group Inc,NYSE,Transportation - Services,SIC-4700 Transportation Services
GBX,Greenbrier Companies,NYSE,Transportation - Equip & Lease,SIC-3743 Railroad Equipment
GCBC,Greene County Bncp,NASDAQ,Finance - Savings & Loan,"SIC-6036 Savings Institutions, Not Federally Chartere"
GCI,Gannett Inc,NYSE,Advertising Marketing Services,SIC-2711 Newspapers: Publishing or Publishing & Print
GCMG,Gcm Grosvenor Inc,NASDAQ,Finance - Investment Mgmt,SIC-6282 Investment Advice
GCO,Genesco Inc,NYSE,Retail - Apparel & Shoes,SIC-5661 Retail-Shoe Stores
GCT,Gigacloud Technology Inc Cl A,NASDAQ,Technology Services,SIC-5961 Retail-Catalog & Mail-Order Houses
GCTS,Gct Semiconductor Holding Inc,NYSE,Electronics - Semiconductors,SIC-3674 Semiconductors & Related Devices
GDEN,Golden Entmt,NASDAQ,Gaming,SIC-7990 Services-Miscellaneous Amusement & Recreatio
GDOT,Green Dot Corp,NYSE,Financial Transaction Services,SIC-6199 Finance Services
GDYN,Grid Dynamics Holdings Inc,NASDAQ,IT Services,SIC-7372 Services-Prepackaged Software
GEF,Greif Bros Corp,NYSE,Containers - Paper Products,"SIC-3412 Metal Shipping Barrels, Drums, Kegs & Pails"
GEF-B,Greif Bros Corp Cl B,NYSE,Containers - Paper Products,SIC-2650 Paperboard Containers & Boxes
GENC,Gencor Industries IN,NYSE Arca,Machinery - Thermal Processing,SIC-3531 Construction Machinery & Equip
GEO,Geo Group Inc,NYSE,Finance - Mortgage & Rel Svs,SIC-1520 General Bldg Contractors - Residential Bldgs
GEOS,Geospace Technologie,NASDAQ,Electronics - Measuring Inst,"SIC-3829 Measuring & Controlling Devices, NEC"
GERN,Geron Corp,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
GETY,Getty Images Holdings Inc Cl A,NYSE,Internet - Software,"SIC-7389 Services-Business Services, NEC"
GFF,Griffon Corp,NYSE,Conglomerates - Div Operations,"SIC-3442 Metal Doors, Sash, Frames, Moldings & Trim"
GH,Guardant Health Inc,NASDAQ,Medical - Biomedical,SIC-7011 Hotels & Motels
GHC,Graham Holdings Company,NYSE,Schools,SIC-8200 Services-Educational Services
GHM,Graham Corp,NYSE,Machinery - General Industrial,SIC-3560 General Industrial Machinery & Equipment
GIC,Global Industrial Co.,NYSE,Industrial Services,SIC-5084 Wholesale-Industrial Machinery & Equipment
GIII,G-III Apparel Gp,NASDAQ,Textile - Apparel,SIC-2300 Apparel & Other Finished Prods of Fabrics &
GKOS,Glaukos Corp,NYSE,Medical Instruments,SIC-3841 Surgical & Medical Instruments & Apparatus
GLDD,Great Lakes Drg Dock,NASDAQ,Building - Heavy Construction,SIC-1600 Heavy Construction Other Than Bldg Const - C
GLNG,Golar Lng Ltd,NASDAQ,Transportation - Ship,SIC-4400 Water Transportation
GLRE,Greenlight Cap. Re.,NASDAQ,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance"
GLSI,Greenwich Lifesciences Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
GLUE,Monte Rosa Therapeutics Inc,NASDAQ,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
GMGI,Golden Matrix Group Inc,NASDAQ,Gaming,SIC-7372 Services-Prepackaged Software
GMRE,Global Medical REIT Inc,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
GMS,Gms Inc,NYSE,Building Prds Retail - Wsale,SIC-5030 Wholesale-Lumber & Other Construction Materi
GNE,Genie Energy Ltd Cl B,NYSE,Utility - Electric Power,SIC-4931 Electric & Other Services Combined
GNK,Genco Shipping & Trading Ltd,NYSE,Transportation - Ship,SIC-4412 Deep Sea Foreign Transportation of Freight
GNL,Global Net Lease Inc,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
GNTY,Guaranty Bancshares Inc,NYSE,Banks - Southwest,SIC-6021 National Commercial Banks
